Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Phoenix/Tucson,Weekly,"2023-06-25 00:00:00",Organic,1.363167572,19976.01,14254.84,2187.28,0.00,2503.84,,,
Pittsburgh,Weekly,"2023-07-16 00:00:00",Organic,1.756979940,6376.48,1781.20,9.86,0.00,4266.09,,,
Pittsburgh,Weekly,"2023-07-09 00:00:00",Organic,1.601552306,6686.50,1376.86,8.44,0.00,4406.20,,,
Pittsburgh,Weekly,"2023-07-02 00:00:00",Organic,1.646402500,7411.88,1691.02,16.81,0.00,5653.65,,,
Pittsburgh,Weekly,"2023-06-25 00:00:00",Organic,1.708229780,6213.85,1527.22,13.99,0.00,4644.68,,,
Portland,Weekly,"2023-07-16 00:00:00",Organic,2.514483343,26816.18,7143.94,16099.26,20.70,3240.43,,,
Portland,Weekly,"2023-07-09 00:00:00",Organic,2.429222954,25620.55,9483.81,13082.74,4.01,2738.14,,,
Portland,Weekly,"2023-07-02 00:00:00",Organic,2.424325672,26693.19,4550.75,18875.14,5.35,2928.06,,,
Portland,Weekly,"2023-06-25 00:00:00",Organic,2.524115027,23190.92,3136.92,17141.32,26.76,2570.93,,,
Providence,Weekly,"2023-07-16 00:00:00",Organic,1.610393479,4339.76,14.04,12.48,0.00,2553.95,,,
Providence,Weekly,"2023-07-09 00:00:00",Organic,1.621819869,4705.50,2.49,4.18,0.00,2603.07,,,
Providence,Weekly,"2023-07-02 00:00:00",Organic,1.626881853,4041.66,3.89,2.79,0.00,2713.92,,,
Providence,Weekly,"2023-06-25 00:00:00",Organic,1.616752713,3935.09,0.00,12.12,0.00,2430.76,,,
Raleigh/Greensboro,Weekly,"2023-07-16 00:00:00",Organic,1.399001745,32091.30,430.81,3989.36,10.66,26901.31,,,
Raleigh/Greensboro,Weekly,"2023-07-09 00:00:00",Organic,1.457989943,30771.12,521.84,2919.01,28.79,26397.42,,,
Raleigh/Greensboro,Weekly,"2023-07-02 00:00:00",Organic,1.459091509,32774.87,619.88,3429.70,13.82,27766.46,,,
Raleigh/Greensboro,Weekly,"2023-06-25 00:00:00",Organic,1.486981612,29544.51,493.09,3881.47,12.76,24280.32,,,
Richmond/Norfolk,Weekly,"2023-07-16 00:00:00",Organic,1.461974216,23278.67,3.21,4597.82,0.00,18579.99,,,
Richmond/Norfolk,Weekly,"2023-07-09 00:00:00",Organic,1.497399119,22181.48,9.01,3658.85,6.42,18387.49,,,
Richmond/Norfolk,Weekly,"2023-07-02 00:00:00",Organic,1.460265969,22847.65,2.21,3685.30,3.21,19062.44,,,
Richmond/Norfolk,Weekly,"2023-06-25 00:00:00",Organic,1.522847431,17031.38,0.00,3801.45,0.00,13104.32,,,
Roanoke,Weekly,"2023-07-16 00:00:00",Organic,1.597399913,9114.66,0.00,3129.75,0.00,5230.48,,,
Roanoke,Weekly,"2023-07-09 00:00:00",Organic,1.623908025,9960.43,3.44,3329.47,0.00,6241.65,,,
Roanoke,Weekly,"2023-07-02 00:00:00",Organic,1.596618150,10273.49,2.30,3231.43,0.00,6677.50,,,
Roanoke,Weekly,"2023-06-25 00:00:00",Organic,1.631454111,8759.81,2.21,3286.27,0.00,4961.83,,,
Sacramento,Weekly,"2023-07-16 00:00:00",Organic,1.281662202,42713.44,5525.72,2634.83,0.00,34552.89,,,
Sacramento,Weekly,"2023-07-09 00:00:00",Organic,1.188227746,45707.47,6012.02,2705.92,0.00,36989.52,,,
Sacramento,Weekly,"2023-07-02 00:00:00",Organic,1.177163984,44281.28,6541.23,3011.77,0.00,34728.28,,,
Sacramento,Weekly,"2023-06-25 00:00:00",Organic,1.114150905,39884.18,4612.11,2915.82,0.00,32356.25,,,
"San Diego",Weekly,"2023-07-16 00:00:00",Organic,2.019663748,23275.85,15253.34,943.42,0.00,4695.60,,,
"San Diego",Weekly,"2023-07-09 00:00:00",Organic,2.194017925,22951.22,15533.04,980.63,0.00,3934.35,,,
"San Diego",Weekly,"2023-07-02 00:00:00",Organic,2.228347740,21792.25,14883.36,894.75,0.00,3692.59,,,
"San Diego",Weekly,"2023-06-25 00:00:00",Organic,2.186641535,18809.09,12049.63,836.41,0.00,3576.30,,,
"San Francisco",Weekly,"2023-07-16 00:00:00",Organic,1.630571723,76403.67,16852.84,9410.96,0.00,50139.87,,,
"San Francisco",Weekly,"2023-07-09 00:00:00",Organic,1.584940888,78414.73,19914.76,8623.87,0.00,49876.10,,,
"San Francisco",Weekly,"2023-07-02 00:00:00",Organic,1.590669438,74133.94,19801.72,8409.88,0.00,45922.33,,,
"San Francisco",Weekly,"2023-06-25 00:00:00",Organic,1.498799091,65155.07,13112.66,8853.91,0.00,43188.51,,,
Seattle,Weekly,"2023-07-16 00:00:00",Organic,2.605104001,59767.62,29001.89,25915.08,12.38,3745.22,,,
Seattle,Weekly,"2023-07-09 00:00:00",Organic,2.432985620,64941.35,21685.02,38083.10,2.25,3402.79,,,
Seattle,Weekly,"2023-07-02 00:00:00",Organic,2.413676446,62331.37,8215.67,49365.46,23.94,3371.81,,,
Seattle,Weekly,"2023-06-25 00:00:00",Organic,2.214893474,51495.34,5473.59,41255.48,6.75,3283.22,,,
"South Carolina",Weekly,"2023-07-16 00:00:00",Organic,1.563580752,30819.98,722.11,4280.55,15.05,19942.49,,,
"South Carolina",Weekly,"2023-07-09 00:00:00",Organic,1.646864080,28059.72,631.28,4249.62,22.00,16644.20,,,
"South Carolina",Weekly,"2023-07-02 00:00:00",Organic,1.576702483,26221.33,586.21,4376.73,16.22,16611.28,,,
"South Carolina",Weekly,"2023-06-25 00:00:00",Organic,1.511173039,26839.76,597.24,4298.92,4.64,13901.87,,,
Spokane,Weekly,"2023-07-16 00:00:00",Organic,2.394313339,4311.39,2062.70,1172.31,0.00,969.28,,,
Spokane,Weekly,"2023-07-09 00:00:00",Organic,2.531703134,4445.22,702.97,2706.56,0.00,941.19,,,
Spokane,Weekly,"2023-07-02 00:00:00",Organic,2.491623961,4191.42,759.20,2405.85,0.00,966.53,,,
Spokane,Weekly,"2023-06-25 00:00:00",Organic,1.771244491,5598.98,911.94,3653.84,0.00,979.65,,,
"St. Louis",Weekly,"2023-07-16 00:00:00",Organic,2.264059624,6515.52,1061.64,2468.20,0.00,2919.53,,,
"St. Louis",Weekly,"2023-07-09 00:00:00",Organic,2.114899587,6321.96,816.39,2118.93,0.00,3295.29,,,
"St. Louis",Weekly,"2023-07-02 00:00:00",Organic,2.190948413,7948.12,1299.77,2992.18,0.00,3360.07,,,
"St. Louis",Weekly,"2023-06-25 00:00:00",Organic,2.134127750,7742.87,965.59,3133.90,0.00,2911.79,,,
Syracuse,Weekly,"2023-07-16 00:00:00",Organic,1.610932081,4418.23,262.46,150.99,0.00,3693.34,,,
Syracuse,Weekly,"2023-07-09 00:00:00",Organic,1.570806996,4376.96,203.29,149.78,0.00,3743.29,,,
Syracuse,Weekly,"2023-07-02 00:00:00",Organic,1.670347190,5257.03,303.40,219.30,0.00,4646.49,,,
Syracuse,Weekly,"2023-06-25 00:00:00",Organic,1.668351926,4029.94,311.14,155.68,0.00,3513.34,,,
Tampa,Weekly,"2023-07-16 00:00:00",Organic,1.589352775,18167.00,151.38,290.21,0.00,9158.98,,,
Tampa,Weekly,"2023-07-09 00:00:00",Organic,1.516282185,21004.39,126.40,5527.08,0.00,8922.15,,,
Tampa,Weekly,"2023-07-02 00:00:00",Organic,1.340867332,20768.33,142.32,5133.80,0.00,8699.63,,,
Tampa,Weekly,"2023-06-25 00:00:00",Organic,1.391663029,17644.21,187.36,356.42,0.00,9184.49,,,
Toledo,Weekly,"2023-07-16 00:00:00",Organic,1.632472377,4900.57,10.17,1915.37,0.00,2368.66,,,
Toledo,Weekly,"2023-07-09 00:00:00",Organic,1.648291216,6232.20,10.16,2491.38,0.00,3510.16,,,
Toledo,Weekly,"2023-07-02 00:00:00",Organic,1.596213717,5940.72,20.31,2342.94,0.00,3577.47,,,
Toledo,Weekly,"2023-06-25 00:00:00",Organic,1.555100095,4559.85,51.77,1609.94,0.00,2837.50,,,
"West Tex/New Mexico",Weekly,"2023-07-16 00:00:00",Organic,1.136381298,21996.77,6317.66,694.05,0.00,14685.81,,,
"West Tex/New Mexico",Weekly,"2023-07-09 00:00:00",Organic,1.227819420,30286.19,16311.51,805.90,0.00,12727.78,,,
"West Tex/New Mexico",Weekly,"2023-07-02 00:00:00",Organic,1.600706003,24483.11,14014.97,550.27,0.00,9568.22,,,
"West Tex/New Mexico",Weekly,"2023-06-25 00:00:00",Organic,1.709825859,24820.75,17720.12,588.58,0.00,5930.35,,,
Wichita,Weekly,"2023-07-16 00:00:00",Organic,1.524261083,2283.46,1031.20,0.00,0.00,1176.66,,,
Wichita,Weekly,"2023-07-09 00:00:00",Organic,1.554070301,3121.50,1557.00,0.00,0.00,1447.95,,,
Wichita,Weekly,"2023-07-02 00:00:00",Organic,1.602975264,2660.49,1635.08,6.39,0.00,959.18,,,
Wichita,Weekly,"2023-06-25 00:00:00",Organic,1.609991781,2978.17,1697.11,4.26,0.00,1176.00,,,
California,Weekly,"2023-07-16 00:00:00",Organic,1.671266501,339628.02,138252.68,20149.28,0.00,166997.95,,,
California,Weekly,"2023-07-09 00:00:00",Organic,1.705977378,343972.93,142428.87,19951.69,2.94,164647.45,,,
California,Weekly,"2023-07-02 00:00:00",Organic,1.697453180,321613.63,134488.63,20880.66,1.47,149771.77,,,
California,Weekly,"2023-06-25 00:00:00",Organic,1.634763151,270537.95,98554.14,21134.39,5.99,133259.00,,,
"Great Lakes",Weekly,"2023-07-16 00:00:00",Organic,1.661461888,137406.59,7378.82,59143.53,0.00,58086.00,,,
"Great Lakes",Weekly,"2023-07-09 00:00:00",Organic,1.638989759,148884.83,7705.98,62242.80,0.00,73437.28,,,
"Great Lakes",Weekly,"2023-07-02 00:00:00",Organic,1.594109127,158155.49,5389.52,69015.36,0.00,80522.96,,,
"Great Lakes",Weekly,"2023-06-25 00:00:00",Organic,1.612808607,144565.22,5520.29,68040.86,0.00,57907.30,,,
Midsouth,Weekly,"2023-07-16 00:00:00",Organic,1.540322349,240776.69,1402.57,56689.59,25.91,163216.14,,,
Midsouth,Weekly,"2023-07-09 00:00:00",Organic,1.560464717,234004.23,1688.13,50994.59,107.85,163243.05,,,
Midsouth,Weekly,"2023-07-02 00:00:00",Organic,1.554769613,243001.11,1938.95,57327.08,70.08,170215.96,,,
Midsouth,Weekly,"2023-06-25 00:00:00",Organic,1.558159164,219525.90,1989.71,55716.45,57.33,141977.05,,,
Northeast,Weekly,"2023-07-16 00:00:00",Organic,1.669833065,254475.00,15668.48,23873.17,0.00,149877.82,,,
Northeast,Weekly,"2023-07-09 00:00:00",Organic,1.616497201,283973.37,23468.36,22779.83,6.34,154286.86,,,
Northeast,Weekly,"2023-07-02 00:00:00",Organic,1.581494828,289493.05,18520.64,27673.92,3.26,167829.70,,,
Northeast,Weekly,"2023-06-25 00:00:00",Organic,1.626732988,262309.85,21344.94,27304.35,0.00,151232.33,,,
Plains,Weekly,"2023-07-16 00:00:00",Organic,1.380870082,71602.54,8949.04,7334.66,0.00,44956.29,,,
Plains,Weekly,"2023-07-09 00:00:00",Organic,1.395375312,67582.06,8862.65,7146.24,0.00,42325.09,,,
Plains,Weekly,"2023-07-02 00:00:00",Organic,1.528633924,64957.20,11800.30,10205.10,0.00,33185.28,,,
Plains,Weekly,"2023-06-25 00:00:00",Organic,1.454615340,72203.12,14301.08,7829.26,0.00,35500.68,,,
"South Central",Weekly,"2023-07-16 00:00:00",Organic,1.203829736,156149.77,43702.79,6163.19,0.00,101087.47,,,
"South Central",Weekly,"2023-07-09 00:00:00",Organic,1.186103116,168191.60,56281.68,5777.14,0.00,100710.84,,,
"South Central",Weekly,"2023-07-02 00:00:00",Organic,1.240596197,151198.15,43799.00,5236.85,0.00,96557.79,,,
"South Central",Weekly,"2023-06-25 00:00:00",Organic,1.278392090,140368.61,41272.69,5028.94,0.00,88337.52,,,
Southeast,Weekly,"2023-07-16 00:00:00",Organic,1.675641809,202798.32,1904.89,23542.24,15.66,112407.07,,,
Southeast,Weekly,"2023-07-09 00:00:00",Organic,1.649401319,218455.70,1811.44,43226.60,35.62,108569.54,,,
Southeast,Weekly,"2023-07-02 00:00:00",Organic,1.487420926,199270.19,1697.66,46993.69,22.65,100122.35,,,
Southeast,Weekly,"2023-06-25 00:00:00",Organic,1.459902522,205084.02,1780.51,24799.33,7.96,100930.26,,,
West,Weekly,"2023-07-16 00:00:00",Organic,1.872256399,285619.01,125423.27,75236.52,36.91,79062.26,,,
West,Weekly,"2023-07-09 00:00:00",Organic,1.810446229,315189.60,141485.07,90111.56,9.66,77263.26,,,
West,Weekly,"2023-07-02 00:00:00",Organic,1.886321304,275590.98,101027.75,107221.57,35.29,61894.51,,,
West,Weekly,"2023-06-25 00:00:00",Organic,1.760628297,255570.50,99281.93,97815.97,34.15,52521.55,,,
"Total U.S.",Weekly,"2023-07-16 00:00:00",Organic,1.630560840,1688455.94,342682.55,272132.18,78.48,875690.99,,,
"Total U.S.",Weekly,"2023-07-09 00:00:00",Organic,1.617621750,1780254.32,383732.18,302230.45,162.41,884483.36,,,
"Total U.S.",Weekly,"2023-07-02 00:00:00",Organic,1.606786571,1703279.80,318662.44,344554.23,132.75,860100.32,,,
"Total U.S.",Weekly,"2023-06-25 00:00:00",Organic,1.578195179,1570165.19,284045.30,307669.55,105.43,761665.70,,,
Albany,Weekly,"2023-08-13 00:00:00",Conventional,1.056200779,132500.63,34967.61,76808.15,7.66,17490.31,,,
Albany,Weekly,"2023-08-06 00:00:00",Conventional,1.082406215,109395.45,27222.96,59475.87,6.93,18357.71,,,
Albany,Weekly,"2023-07-30 00:00:00",Conventional,1.061555998,130037.24,35031.37,74829.87,2.10,17549.71,,,
Albany,Weekly,"2023-07-23 00:00:00",Conventional,1.097812599,112985.30,27359.22,62294.79,10.90,18335.20,,,
Atlanta,Weekly,"2023-08-13 00:00:00",Conventional,1.163458078,748308.94,407646.51,144293.14,51.53,179711.49,,,
Atlanta,Weekly,"2023-08-06 00:00:00",Conventional,1.258220413,672685.22,399107.50,70016.69,55.57,185723.19,,,
Atlanta,Weekly,"2023-07-30 00:00:00",Conventional,1.349074936,648288.34,381114.14,85591.38,198.64,163186.56,,,
Atlanta,Weekly,"2023-07-23 00:00:00",Conventional,1.276179143,667293.63,335058.60,152434.03,181.73,157004.17,,,
Baltimore/Washington,Weekly,"2023-08-13 00:00:00",Conventional,1.337138481,822125.76,252973.58,187323.45,1204.03,265675.29,,,
Baltimore/Washington,Weekly,"2023-08-06 00:00:00",Conventional,1.357384416,842943.54,293790.29,200770.27,935.54,262260.17,,,
Baltimore/Washington,Weekly,"2023-07-30 00:00:00",Conventional,1.400335124,788451.92,276456.95,194414.52,883.40,236612.24,,,
Baltimore/Washington,Weekly,"2023-07-23 00:00:00",Conventional,1.244370244,859653.44,321191.82,218613.27,830.01,240161.68,,,
Birmingham/Montgomery,Weekly,"2023-08-13 00:00:00",Conventional,1.149978098,307842.77,185657.53,28067.29,45.05,78924.30,,,
Birmingham/Montgomery,Weekly,"2023-08-06 00:00:00",Conventional,1.193514198,295722.16,172966.98,31017.79,35.48,72363.99,,,
Birmingham/Montgomery,Weekly,"2023-07-30 00:00:00",Conventional,1.203122886,297855.10,171710.20,34380.62,41.05,71729.55,,,
Birmingham/Montgomery,Weekly,"2023-07-23 00:00:00",Conventional,1.179526786,288549.30,160241.16,37125.80,37.17,71216.04,,,
Boise,Weekly,"2023-08-13 00:00:00",Conventional,1.100208061,129901.65,83214.23,25481.52,321.01,18018.63,,,
Boise,Weekly,"2023-08-06 00:00:00",Conventional,1.382620149,103393.22,53295.42,24603.63,1809.71,20006.55,,,
Boise,Weekly,"2023-07-30 00:00:00",Conventional,1.476718995,101946.46,56684.61,22855.84,164.98,18684.53,,,
Boise,Weekly,"2023-07-23 00:00:00",Conventional,1.358494196,108756.80,53302.35,32846.15,264.80,18888.97,,,
Boston,Weekly,"2023-08-13 00:00:00",Conventional,1.339672413,537793.61,94385.75,298598.75,70.73,134279.04,,,
Boston,Weekly,"2023-08-06 00:00:00",Conventional,1.367173065,524569.54,59115.39,324091.55,59.77,131661.65,,,
Boston,Weekly,"2023-07-30 00:00:00",Conventional,1.364524141,553120.55,56017.72,371324.09,118.88,111952.38,,,
Boston,Weekly,"2023-07-23 00:00:00",Conventional,1.410125090,525617.86,48993.37,338664.75,45.82,120783.42,,,
Buffalo/Rochester,Weekly,"2023-08-13 00:00:00",Conventional,0.978949594,184545.25,35104.74,47919.23,1938.38,81007.09,,,
Buffalo/Rochester,Weekly,"2023-08-06 00:00:00",Conventional,1.102798583,167814.50,31043.43,46180.67,2243.96,82669.78,,,
Buffalo/Rochester,Weekly,"2023-07-30 00:00:00",Conventional,1.103241857,161493.60,27054.16,47052.34,2299.26,80592.36,,,
Buffalo/Rochester,Weekly,"2023-07-23 00:00:00",Conventional,1.076311821,167883.52,26263.66,43026.07,2450.44,89875.01,,,
Charlotte,Weekly,"2023-08-13 00:00:00",Conventional,1.206645079,379105.49,124298.16,72637.11,442.48,107240.44,,,
Charlotte,Weekly,"2023-08-06 00:00:00",Conventional,1.369576342,334142.14,121148.61,72318.82,527.71,102591.66,,,
Charlotte,Weekly,"2023-07-30 00:00:00",Conventional,1.441263352,326515.06,125316.69,75411.76,500.88,87953.33,,,
Charlotte,Weekly,"2023-07-23 00:00:00",Conventional,1.465320764,323228.40,123412.85,71310.04,481.61,90735.77,,,
Chicago,Weekly,"2023-08-13 00:00:00",Conventional,1.112377356,888790.68,304763.10,148459.70,113719.25,217058.39,,,
Chicago,Weekly,"2023-08-06 00:00:00",Conventional,1.332068364,751761.57,179698.17,257790.48,64765.95,199520.15,,,
Chicago,Weekly,"2023-07-30 00:00:00",Conventional,1.424679281,714416.56,154320.36,291814.26,87787.68,163967.42,,,
Chicago,Weekly,"2023-07-23 00:00:00",Conventional,1.472463243,688143.83,187724.74,259812.22,53269.59,172596.37,,,
Cincinnati/Dayton,Weekly,"2023-08-13 00:00:00",Conventional,1.129437126,308622.05,177687.21,67681.97,18734.81,38943.45,,,
Cincinnati/Dayton,Weekly,"2023-08-06 00:00:00",Conventional,1.337000769,232445.13,107411.80,71664.72,5724.40,43357.86,,,
Cincinnati/Dayton,Weekly,"2023-07-30 00:00:00",Conventional,1.237465849,225524.43,104031.18,71689.81,12147.00,34248.14,,,
Cincinnati/Dayton,Weekly,"2023-07-23 00:00:00",Conventional,1.072147291,211832.36,53642.32,114258.59,5294.27,35292.42,,,
Columbus,Weekly,"2023-08-13 00:00:00",Conventional,1.312435233,230511.95,77330.31,88770.65,16503.56,41549.83,,,
Columbus,Weekly,"2023-08-06 00:00:00",Conventional,1.372836739,189117.28,82193.62,56684.28,4432.33,42183.30,,,
Columbus,Weekly,"2023-07-30 00:00:00",Conventional,1.367642797,191844.57,69063.55,72613.95,13142.74,34403.62,,,
Columbus,Weekly,"2023-07-23 00:00:00",Conventional,1.232114599,210066.02,62304.32,108265.25,4233.84,32518.28,,,
"Dallas/Ft. Worth",Weekly,"2023-08-13 00:00:00",Conventional,1.060481833,1172261.27,512220.21,323231.61,3524.43,211193.10,,,
"Dallas/Ft. Worth",Weekly,"2023-08-06 00:00:00",Conventional,1.144649914,1199056.63,608511.54,192489.23,4204.17,273039.21,,,
"Dallas/Ft. Worth",Weekly,"2023-07-30 00:00:00",Conventional,1.080584026,1320752.59,547156.21,237990.83,5217.40,356745.67,,,
"Dallas/Ft. Worth",Weekly,"2023-07-23 00:00:00",Conventional,1.105261900,1269953.56,542982.27,336995.97,6743.44,205853.68,,,
Denver,Weekly,"2023-08-13 00:00:00",Conventional,1.204391265,915877.96,411671.71,249143.26,10683.64,222802.37,,,
Denver,Weekly,"2023-08-06 00:00:00",Conventional,1.315964538,868531.48,367063.53,233865.63,23260.95,220245.89,,,
Denver,Weekly,"2023-07-30 00:00:00",Conventional,1.328732398,858710.61,369759.75,243701.88,23644.58,194703.51,,,
Denver,Weekly,"2023-07-23 00:00:00",Conventional,1.163704204,1041260.99,408770.62,407216.80,18600.79,178394.55,,,
Detroit,Weekly,"2023-08-13 00:00:00",Conventional,1.032182233,447685.41,103448.18,150993.49,80692.59,77070.24,,,
Detroit,Weekly,"2023-08-06 00:00:00",Conventional,1.170680201,314121.87,124101.79,75414.00,27920.66,82068.61,,,
Detroit,Weekly,"2023-07-30 00:00:00",Conventional,1.120980144,342411.95,117060.02,85341.00,69612.59,65469.43,,,
Detroit,Weekly,"2023-07-23 00:00:00",Conventional,1.122626925,339706.61,104267.64,130312.77,26333.94,73246.12,,,
"Grand Rapids",Weekly,"2023-08-13 00:00:00",Conventional,1.192547538,206255.46,21131.53,41043.97,83484.46,35905.08,,,
"Grand Rapids",Weekly,"2023-08-06 00:00:00",Conventional,1.360237808,125293.24,21764.19,29391.25,27570.99,41819.52,,,
"Grand Rapids",Weekly,"2023-07-30 00:00:00",Conventional,1.076879788,175000.95,21559.54,45045.33,73142.68,30942.38,,,
"Grand Rapids",Weekly,"2023-07-23 00:00:00",Conventional,1.487109095,133386.07,22779.30,35012.37,34518.16,37575.61,,,
Harrisburg/Scranton,Weekly,"2023-08-13 00:00:00",Conventional,1.004176951,403778.69,137093.98,94043.85,10515.50,94102.98,,,
Harrisburg/Scranton,Weekly,"2023-08-06 00:00:00",Conventional,1.181693171,363261.27,172339.00,94565.99,1406.44,69953.06,,,
Harrisburg/Scranton,Weekly,"2023-07-30 00:00:00",Conventional,1.095844659,341441.58,155529.33,89482.66,2414.46,75431.36,,,
Harrisburg/Scranton,Weekly,"2023-07-23 00:00:00",Conventional,1.133112910,340673.03,146411.46,91774.28,1956.22,71108.65,,,
Hartford/Springfield,Weekly,"2023-08-13 00:00:00",Conventional,1.297080103,309202.38,48138.58,188115.13,100.25,64226.44,,,
Hartford/Springfield,Weekly,"2023-08-06 00:00:00",Conventional,1.366493553,300348.75,21230.05,203721.44,99.08,67606.08,,,
Hartford/Springfield,Weekly,"2023-07-30 00:00:00",Conventional,1.259029543,349385.76,21354.97,256443.91,143.02,56104.67,,,
Hartford/Springfield,Weekly,"2023-07-23 00:00:00",Conventional,1.397304339,282656.75,16168.50,199214.51,31.67,51957.22,,,
Houston,Weekly,"2023-08-13 00:00:00",Conventional,1.129460924,807943.65,486689.16,169994.89,235.63,73692.11,,,
Houston,Weekly,"2023-08-06 00:00:00",Conventional,1.116400040,780040.30,490059.23,140918.99,205.98,32307.86,,,
Houston,Weekly,"2023-07-30 00:00:00",Conventional,1.108314203,797190.77,455450.55,141296.34,167.48,66020.05,,,
Houston,Weekly,"2023-07-23 00:00:00",Conventional,1.082460525,825680.27,397915.31,269837.32,259.48,33456.89,,,
Indianapolis,Weekly,"2023-08-13 00:00:00",Conventional,1.108802626,256802.01,110927.16,59726.64,25022.03,49434.48,,,
Indianapolis,Weekly,"2023-08-06 00:00:00",Conventional,1.244195791,203886.86,74193.98,63161.89,9562.53,50919.88,,,
Indianapolis,Weekly,"2023-07-30 00:00:00",Conventional,1.193495776,211091.61,65573.60,73377.88,19746.63,45925.14,,,
Indianapolis,Weekly,"2023-07-23 00:00:00",Conventional,1.157073183,231568.33,67447.28,103915.99,8092.30,46952.65,,,
Jacksonville,Weekly,"2023-08-13 00:00:00",Conventional,1.272486888,212282.73,119304.49,21955.94,4.83,47713.70,,,
Jacksonville,Weekly,"2023-08-06 00:00:00",Conventional,1.308485335,209134.32,131735.64,12220.00,12.51,56029.40,,,
Jacksonville,Weekly,"2023-07-30 00:00:00",Conventional,1.301207066,204728.21,124534.83,17487.48,48.78,56064.43,,,
Jacksonville,Weekly,"2023-07-23 00:00:00",Conventional,1.234747507,199810.53,117436.64,17212.15,23.22,58679.52,,,
"Las Vegas",Weekly,"2023-08-13 00:00:00",Conventional,1.023035452,428420.93,257786.75,50740.10,6597.42,88890.32,,,
"Las Vegas",Weekly,"2023-08-06 00:00:00",Conventional,1.235060023,354488.68,182064.40,55120.85,9191.54,92313.22,,,
"Las Vegas",Weekly,"2023-07-30 00:00:00",Conventional,1.269316379,339181.49,163810.23,58324.04,11272.98,96438.07,,,
"Las Vegas",Weekly,"2023-07-23 00:00:00",Conventional,1.173165505,375748.30,154539.94,102705.55,13296.05,96327.64,,,
"Los Angeles",Weekly,"2023-08-13 00:00:00",Conventional,1.308052857,2671842.59,1517729.76,78720.66,449935.11,475041.89,,,
"Los Angeles",Weekly,"2023-08-06 00:00:00",Conventional,1.334771817,2759719.83,1625523.28,92563.57,479995.77,477739.47,,,
"Los Angeles",Weekly,"2023-07-30 00:00:00",Conventional,1.333367367,2780243.80,1619087.58,31106.28,553234.30,504687.36,,,
"Los Angeles",Weekly,"2023-07-23 00:00:00",Conventional,1.304899504,2896276.72,1608430.83,25775.37,700731.55,502019.68,,,
Louisville,Weekly,"2023-08-13 00:00:00",Conventional,1.043496165,134285.16,30878.20,60605.13,4982.53,34142.15,,,
